IMMR_code,Disease,live_17-49,live_50-69,live_70+,live_NA,live_Total,year
090E,Unspecified diabetes mellitus (E14),14821.00000000002,33854.000000000015,11900.000000000007,19.000000000000018,61108.999999999956,2019
090A,Insulin-dependent diabetes mellitus (E10),2831.999999999999,5007.999999999996,1799.9999999999995,3,10002,2020
090B,Non-insulin-dependent diabetes mellitus (E11),6335.000000000004,12330.999999999985,3996.9999999999995,21.000000000000014,23111.999999999993,2020
090C,Malnutrition-related diabetes mellitus (E12),146.0000000000001,186.00000000000028,74.00000000000009,0,413.00000000000045,2020
090D,Other specified diabetes mellitus (E13),356.00000000000034,444.99999999999955,154.99999999999994,0,968.9999999999993,2020
090E,Unspecified diabetes mellitus (E14),11828.999999999982,25799.000000000007,9390,16.000000000000014,47479.000000000015,2020
090B,Non-insulin-dependent diabetes mellitus (E11),5021.000000000002,10756.999999999995,3749.000000000001,7.0000000000000036,19834.00000000003,2021
090C,Malnutrition-related diabetes mellitus (E12),67,158.00000000000003,77,0,305,2021
090E,Unspecified diabetes mellitus (E14),7988.000000000004,17328.00000000002,6672.000000000002,10,32373.999999999978,2021
090A,Insulin-dependent diabetes mellitus (E10),2308.9999999999995,4144.999999999996,1622.0000000000005,5.000000000000003,8547.999999999998,2022
090B,Non-insulin-dependent diabetes mellitus (E11),5318,11496.000000000007,4316.000000000006,4.00000000000001,21456.999999999978,2022
090C,Malnutrition-related diabetes mellitus (E12),13.000000000000002,21,9,0,44.00000000000001,2022
090D,Other specified diabetes mellitus (E13),269.9999999999999,511.00000000000006,230,1.0000000000000002,1028.9999999999998,2022
090E,Unspecified diabetes mellitus (E14),8149.000000000006,18708.999999999993,7952.999999999994,8.00000000000001,35311.000000000015,2022
090B,Non-insulin-dependent diabetes mellitus(E11),4184,8108,2921,51,15436,2005
090C,Malnutrition-related diabetes mellitus(E12),564,712,190,1,1536,2005
090E,Unspecified diabetes mellitus(E14),5174,10501,3664,79,19628,2005
090A,Insulin-dependent diabetes mellitus(E10),4769,7082,2375,49,14663,2006
090B,Non-insulin-dependent diabetes mellitus(E11),4930,9604,3575,56,18377,2006
090C,Malnutrition-related diabetes mellitus(E12),184,339,122,11,679,2006
090D,Other specified diabetes mellitus(E13),596,830,331,15,1835,2006
090E,Unspecified diabetes mellitus(E14),6213,12175,4233,38,22875,2006
090B,Non-insulin-dependent diabetes mellitus(E11),4759,9710,3318,62,18056,2007
090C,Malnutrition-related diabetes mellitus(E12),237,517,166,2,941,2007
090E,Unspecified diabetes mellitus(E14),6409,12568,4548,49,23837,2007
090A,Insulin-dependent diabetes mellitus(E10),4493,7213,2297,29,14382,2008
090B,Non-insulin-dependent diabetes mellitus(E11),4339,8672,3054,26,16319,2008
090C,Malnutrition-related diabetes mellitus(E12),309,596,235,0,1179,2008
090D,Other specified diabetes mellitus(E13),479,719,225,0,1448,2008
090E,Unspecified diabetes mellitus(E14),6809,14208,4770,38,26081,2008
090B,Non-insulin-dependent diabetes mellitus(E11),6026,11786,3993,52,22029,2009
090C,Malnutrition-related diabetes mellitus(E12),455,802,339,1,1660,2009
090E,Unspecified diabetes mellitus(E14),8798,16150,5133,86,30528,2009
090A,Insulin-dependent diabetes mellitus(E10),4347,6825,2016,27,13547,2010
090B,Non-insulin-dependent diabetes mellitus(E11),6300,12072,3973,33,22576,2010
090C,Malnutrition-related diabetes mellitus(E12),361,409,194,0,1033,2010
090D,Other specified diabetes mellitus(E13),753,946,355,0,2096,2010
090E,Unspecified diabetes mellitus(E14),9692,17716,5948,64,33832,2010
090B,Non-insulin-dependent diabetes mellitus(E11),6330,12498,3901,14,22919,2011
090C,Malnutrition-related diabetes mellitus(E12),144,236,97,3,488,2011
090E,Unspecified diabetes mellitus(E14),8251,16634,5979,32,31211,2011
090A,Insulin-dependent diabetes mellitus(E10),4305,7471,2818,63,14996,2012
090B,Non-insulin-dependent diabetes mellitus(E11),6632,13745,4273,16,24897,2012
090C,Malnutrition-related diabetes mellitus(E12),129,249,95,5,498,2012
090D,Other specified diabetes mellitus(E13),846,1260,354,2,2508,2012
090E,Unspecified diabetes mellitus(E14),9097,19343,6431,101,35326,2012
090B,Non-insulin-dependent diabetes mellitus(E11),7741,13646,4699,77,26389,2013
090C,Malnutrition-related diabetes mellitus(E12),298,515,304,78,1213,2013
090E,Unspecified diabetes mellitus(E14),9757,19596,6740,41,36549,2013
125,Essential hypertension (I10),16413,35565,21833,1183,74994,2004
126,Hypertensive heart disease (I11),1386,2675,1375,244,5680,2004
127,Other hypertensive diseases (I12-I15),1462,2098,1428,468,5456,2004
128,"Acute myocardial infarction (I21,I22)",2980,6799,3270,383,13432,2004
129,"Other ischaemic heart disease  (I20,I23-I25)",10691,23972,12934,703,48300,2004
130,Pulmonary embolism (I26),176,278,261,58,773,2004
131,Cor pulmonale (I27.9),152,777,483,33,1445,2004
132,Heart failure (I50),1081,4029,3889,239,9238,2004
134,Cerebroavascular disease (I60-I69),2366,8160,7799,243,18568,2004
135,Atherosclerosis (I70),74,167,103,31,375,2004
136,Arterial embolism and thrombosis (I74),83,127,122,21,353,2004
137,"Other diseases of arteries, artherosclerosis and capillaries",366,391,251,49,1057,2004
125,Essential hypertension (I10),17906,43586,27805,480,89777,2014
126,Hypertensive heart disease (I11),1350,2434,1388,21,5206,2014
127,Other hypertensive diseases (I12-I15),1057,1656,811,36,3592,2014
128,"Acute myocardial infarction (I21,I22)",5715,15841,7913,63,29589,2014
129,"Other ischaemic heart disease  (I20,I23-I25)",14106,38496,20042,101,72970,2014
130,Pulmonary embolism (I26),102,122,70,0,295,2014
131,Cor pulmonale (I27.9),115,435,447,0,1008,2014
132,Heart failure (I50),1600,7027,5885,21,14651,2014
134,Cerebroavascular disease (I60-I69),4440,18336,15624,96,38655,2014
135,Atherosclerosis (I70),63,119,78,0,263,2014
136,Arterial embolism and thrombosis (I74),101,106,29,0,241,2014
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",494,1017,437,0,1976,2014
125,Essential hypertension (I10),17501.999999999978,42551.99999999997,27357.999999999964,331.00000000000034,87742.99999999996,2015
126,Hypertensive heart disease (I11),1349,2585.000000000001,1311,18.000000000000004,5270.000000000002,2015
127,Other hypertensive diseases (I12-I15),1059.999999999999,1567.9999999999984,803.9999999999992,17.000000000000014,3480.9999999999995,2015
128,"Acute myocardial infarction (I21,I22)",6012.000000000004,17846.00000000002,9090.999999999993,78.00000000000004,33075.00000000003,2015
129,"Other ischaemic heart disease  (I20,I23-I25)",13968.999999999998,38273.99999999998,19718.000000000015,74.00000000000001,72268.00000000009,2015
130,Pulmonary embolism (I26),74.00000000000004,71,41,0,186.99999999999994,2015
131,Cor pulmonale (I27.9),70,410.00000000000006,393.99999999999994,3.0000000000000018,883.0000000000005,2015
132,Heart failure (I50),1747.0000000000018,7355.000000000003,6428.000000000007,22,15646.99999999999,2015
134,Cerebroavascular disease (I60-I69),4753.000000000001,18994.999999999956,16538.99999999997,86.00000000000011,40546.000000000044,2015
135,Atherosclerosis (I70),50.00000000000007,103.99999999999991,60.000000000000036,0,216.99999999999991,2015
136,Arterial embolism and thrombosis (I74),55.000000000000014,64.99999999999993,13.000000000000002,0,136.99999999999994,2015
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",477.9999999999999,939.0000000000011,451.00000000000097,1.0000000000000016,1909.9999999999984,2015
125,Essential hypertension (I10),17859.000000000022,43525.00000000007,27917.000000000004,257.0000000000001,89807.99999999994,2016
126,Hypertensive heart disease (I11),1297.9999999999998,2382.9999999999995,1200.9999999999993,21,4917.000000000001,2016
127,Other hypertensive diseases (I12-I15),701.0000000000005,1569.9999999999998,736.9999999999999,44.00000000000007,3063.000000000004,2016
128,"Acute myocardial infarction (I21,I22)",5985.000000000001,19367.000000000004,9833.999999999996,45.00000000000003,35274.00000000003,2016
129,"Other ischaemic heart disease  (I20,I23-I25)",14027.000000000007,38904.000000000015,20157.00000000001,41.00000000000007,73294,2016
130,Pulmonary embolism (I26),126,146.99999999999977,71.00000000000003,1.000000000000001,353.00000000000034,2016
131,Cor pulmonale (I27.9),69.00000000000006,355.0000000000002,275.9999999999997,1.0000000000000036,704.0000000000003,2016
132,Heart failure (I50),1700.9999999999998,7028,6149.000000000007,18.000000000000057,14999.000000000018,2016
134,Cerebroavascular disease (I60-I69),5098.000000000004,20851.000000000007,18078.999999999975,85.99999999999996,44275.99999999996,2016
135,Atherosclerosis (I70),108.00000000000003,173.00000000000006,54.000000000000085,0,337.99999999999966,2016
136,Arterial embolism and thrombosis (I74),71.00000000000006,55.00000000000007,25.00000000000001,0,153.0000000000001,2016
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",536,1225.000000000001,535.0000000000006,0,2339.999999999998,2016
125,Essential hypertension (I10),17352.000000000025,40717.000000000015,26368.000000000015,134.0000000000001,84793.00000000009,2017
126,Hypertensive heart disease (I11),1201,2198,1277.0000000000016,17.000000000000007,4702,2017
127,Other hypertensive diseases (I12-I15),490.00000000000034,986.0000000000016,504.00000000000017,26,2025.0000000000036,2017
128,"Acute myocardial infarction (I21,I22)",6449.9999999999945,20677.99999999999,10767.000000000004,43.00000000000001,37977.000000000015,2017
129,"Other ischaemic heart disease  (I20,I23-I25)",13866.000000000004,38606,19945.000000000007,32.000000000000014,72623.99999999999,2017
130,Pulmonary embolism (I26),133,185.99999999999994,96,7.000000000000009,421.9999999999994,2017
131,Cor pulmonale (I27.9),79.00000000000006,306.0000000000001,256.9999999999999,4.000000000000003,648.9999999999999,2017
132,Heart failure (I50),1641.9999999999986,7085.999999999996,6007.999999999998,8.000000000000004,14854.000000000013,2017
134,Cerebroavascular disease (I60-I69),5308.000000000001,22023.000000000007,19140.999999999975,81.00000000000024,46722.000000000044,2017
135,Atherosclerosis (I70),78.00000000000003,166.0000000000001,61.000000000000014,0,311.0000000000001,2017
136,Arterial embolism and thrombosis (I74),38.00000000000007,69.00000000000003,23,0,131.99999999999994,2017
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",595.0000000000015,1148.0000000000016,489.00000000000045,0,2280,2017
125,Essential hypertension (I10),18835.999999999967,44482.00000000001,28907.99999999997,122.00000000000009,92593.99999999988,2018
126,Hypertensive heart disease (I11),1673.0000000000007,3094.999999999998,1538.0000000000002,8.00000000000002,6328.999999999996,2018
127,Other hypertensive diseases (I12-I15),449.0000000000008,982.9999999999998,517,5.000000000000014,1976.000000000001,2018
128,"Acute myocardial infarction (I21,I22)",7678.999999999998,25140.99999999999,14016.999999999993,51.00000000000003,46942.00000000003,2018
129,"Other ischaemic heart disease (I20,I23-I25)",16004.000000000022,43512.00000000002,22609.99999999997,24.000000000000018,82333.99999999997,2018
130,Pulmonary embolism (I26),163.99999999999983,139.00000000000028,55.99999999999994,1.0000000000000042,371.9999999999998,2018
131,Cor pulmonale (I27.9),79.00000000000001,278.0000000000006,201.99999999999994,3.000000000000001,564.9999999999992,2018
132,Heart failure (I50),1702.9999999999977,7499.000000000002,6787.0000000000055,4.00000000000001,16140.999999999993,2018
134,Cerebroavascular disease (I60-I69),5965.999999999996,24249.00000000004,21229,98.00000000000001,51731.99999999994,2018
135,Atherosclerosis (I70),121.00000000000003,186.00000000000006,65,0,379.0000000000002,2018
136,Arterial embolism and thrombosis (I74),67.00000000000006,53.00000000000014,19.00000000000001,0,142.00000000000023,2018
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",801.9999999999991,1954.0000000000025,846.0000000000005,1.0000000000000004,3658.000000000002,2018
125,Essential hypertension (I10),20025.000000000033,46861.000000000065,30635.000000000044,76.0000000000002,97885.00000000006,2019
126,Hypertensive heart disease (I11),2193.999999999998,3688.9999999999995,1763.999999999999,4.000000000000011,7691.999999999992,2019
127,Other hypertensive diseases (I12-I15),527.0000000000003,1272.0000000000007,726.0000000000009,2.0000000000000036,2598.0000000000027,2019
128,"Acute myocardial infarction (I21,I22)",8471.999999999995,27900.00000000003,16141.999999999993,59.999999999999936,52645.000000000044,2019
129,"Other ischaemic heart disease (I20,I23-I25)",16716.99999999999,44662.000000000015,23096.99999999998,31.00000000000005,84709.00000000001,2019
130,Pulmonary embolism (I26),118.00000000000026,215.00000000000006,54.00000000000004,1.0000000000000022,389.9999999999997,2019
131,Cor pulmonale (I27.9),38.00000000000004,252.99999999999912,247.99999999999994,4.000000000000015,551,2019
132,Heart failure (I50),1953.0000000000018,8338.000000000011,7228.000000000007,5.000000000000018,17681.99999999998,2019
134,Cerebroavascular disease (I60-I69),6564.999999999993,25975,23831.999999999993,93,56671.00000000003,2019
135,Atherosclerosis (I70),71.00000000000009,150.00000000000014,65.00000000000006,0,291.00000000000034,2019
136,Arterial embolism and thrombosis (I74),52.000000000000014,39.00000000000005,23.00000000000001,0,114.99999999999997,2019
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",866.0000000000007,2311.0000000000036,949.9999999999998,0,4174.000000000001,2019
125,Essential hypertension (I10),17642,39889.99999999998,26209,35.000000000000014,83988.00000000006,2020
126,Hypertensive heart disease (I11),1838.000000000001,3183.000000000002,1634.0000000000005,1.0000000000000009,6660.999999999996,2020
127,Other hypertensive diseases (I12-I15),503.0000000000001,1034.0000000000011,556.0000000000006,0,2153.000000000001,2020
128,"Acute myocardial infarction (I21,I22)",7681.999999999993,25700.999999999967,14581.000000000011,29,48041.00000000003,2020
129,"Other ischaemic heart disease (I20,I23-I25)",13466.999999999996,36317,18905.999999999985,27.000000000000036,68851.00000000006,2020
130,Pulmonary embolism (I26),159.00000000000028,180.00000000000014,74.00000000000014,0,414.99999999999966,2020
131,Cor pulmonale (I27.9),32.99999999999994,152.00000000000017,139.00000000000003,3,327.9999999999999,2020
132,Heart failure (I50),1447,6901.999999999996,6170.999999999995,6.00000000000001,14590.000000000004,2020
134,Cerebroavascular disease (I60-I69),5587.999999999998,22748.999999999978,20990.99999999999,75.00000000000007,49562.99999999998,2020
135,Atherosclerosis (I70),55.00000000000003,144.00000000000006,63.0000000000001,0,264.9999999999998,2020
136,Arterial embolism and thrombosis (I74),31.000000000000004,31.000000000000036,16.000000000000043,0,78.00000000000003,2020
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",656.0000000000006,1478.0000000000005,559.9999999999995,0,2745.0000000000014,2020
125,Essential hypertension (I10),12647.999999999996,28243.999999999975,18730,69.99999999999994,59850.99999999993,2021
126,Hypertensive heart disease (I11),1057,1786.9999999999993,914.0000000000002,11.000000000000007,3777,2021
127,Other hypertensive diseases (I12-I15),425,878.9999999999998,420.0000000000001,2.0000000000000004,1763,2021
128,"Acute myocardial infarction (I21,I22)",8000.000000000009,24313.00000000001,13797,110.9999999999998,46242,2021
129,"Other ischaemic heart disease (I20,I23-I25)",11620.999999999984,29646.00000000001,14483.000000000033,17.00000000000001,55855.000000000015,2021
130,Pulmonary embolism (I26),110.99999999999994,129,58.00000000000001,0,298.00000000000017,2021
131,Cor pulmonale (I27.9),82.00000000000003,172,118.00000000000003,1,376.9999999999999,2021
132,Heart failure (I50),1566.9999999999995,6518.999999999997,5121.999999999993,2.0000000000000036,13271.000000000004,2021
134,Cerebroavascular disease (I60-I69),5554.999999999998,21263.000000000022,18862,40,45893.99999999994,2021
135,Atherosclerosis (I70),59,138.00000000000006,36.000000000000014,0,238.0000000000001,2021
136,Arterial embolism and thrombosis (I74),50,27,10,0,91.00000000000003,2021
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",788.0000000000003,1848.000000000001,694.0000000000001,0,3358.999999999998,2021
125,Essential hypertension (I10),17865.99999999998,42115.99999999997,28305.999999999978,57.000000000000014,88578.00000000006,2022
126,Hypertensive heart disease (I11),696,1557.000000000001,1035,3,3295,2022
127,Other hypertensive diseases (I12-I15),468.0000000000001,1200.0000000000005,656,1,2382.999999999999,2022
128,"Acute myocardial infarction (I21,I22)",9973.999999999996,30169.99999999998,17826.99999999998,47.00000000000003,58102.00000000003,2022
129,"Other ischaemic heart disease (I20,I23-I25)",14563.999999999996,38328.00000000002,19594.000000000007,33.00000000000001,72681.00000000004,2022
130,Pulmonary embolism (I26),118,135,80.00000000000003,0,337.0000000000001,2022
131,Cor pulmonale (I27.9),19,172.00000000000003,143,0,336,2022
132,Heart failure (I50),2017.0000000000014,8732.000000000018,7408.999999999996,9.000000000000012,18274,2022
134,Cerebroavascular disease (I60-I69),6771.999999999996,25976.999999999996,23560.000000000015,70.00000000000001,56514.99999999999,2022
135,Atherosclerosis (I70),79,269.00000000000006,116.00000000000003,0,465,2022
136,Arterial embolism and thrombosis (I74),50.00000000000003,48,18.000000000000004,0,121.00000000000006,2022
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",739.0000000000002,1872.9999999999998,787,0,3438.999999999998,2022
125,Essential hypertension (I10),16518,36502,24018,1329,78367,2005
126,Hypertensive heart disease (I11),1251,2370,1439,270,5330,2005
127,Other hypertensive diseases (I12-I15),1391,2406,1411,344,5552,2005
128,"Acute myocardial infarction (I21,I22)",3148,6808,3424,299,13679,2005
129,"Other ischaemic heart disease  (I20,I23-I25)",11159,25762,14436,800,52157,2005
130,Pulmonary embolism (I26),191,267,200,53,711,2005
131,Cor pulmonale (I27.9),228,596,510,49,1383,2005
132,Heart failure (I50),1239,3775,3721,238,8973,2005
134,Cerebroavascular disease (I60-I69),2501,8376,8098,240,19215,2005
135,Atherosclerosis (I70),84,220,250,8,562,2005
136,Arterial embolism and thrombosis (I74),94,148,134,18,394,2005
137,"Other diseases of arteries, artherosclerosis and capillaries",373,472,240,56,1141,2005
125,Essential hypertension (I10),17278,38930,25651,1269,83128,2006
126,Hypertensive heart disease (I11),1359,2743,1698,173,5973,2006
127,Other hypertensive diseases (I12-I15),1297,2751,1508,290,5846,2006
128,"Acute myocardial infarction (I21,I22)",3135,7374,3584,184,14277,2006
129,"Other ischaemic heart disease  (I20,I23-I25)",12764,30978,16773,607,61122,2006
130,Pulmonary embolism (I26),46,89,51,7,193,2006
131,Cor pulmonale (I27.9),173,487,306,20,986,2006
132,Heart failure (I50),1494,4667,4528,240,10929,2006
134,Cerebroavascular disease (I60-I69),2852,9881,9473,281,22487,2006
135,Atherosclerosis (I70),54,78,32,2,166,2006
136,Arterial embolism and thrombosis (I74),61,73,33,3,170,2006
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",412,561,259,47,1279,2006
125,Essential hypertension (I10),17114,39149,25264,1023,82550,2007
126,Hypertensive heart disease (I11),1170,2799,1789,115,5873,2007
127,Other hypertensive diseases (I12-I15),1002,2612,1238,127,4979,2007
128,"Acute myocardial infarction (I21,I22)",3241,8113,3977,112,15443,2007
129,"Other ischaemic heart disease  (I20,I23-I25)",13204,32601,18935,736,65476,2007
130,Pulmonary embolism (I26),73,121,127,17,338,2007
131,Cor pulmonale (I27.9),190,439,337,12,978,2007
132,Heart failure (I50),1524,5022,4701,365,11612,2007
134,Cerebroavascular disease (I60-I69),3071,11330,10220,300,24921,2007
135,Atherosclerosis (I70),45,55,61,5,166,2007
136,Arterial embolism and thrombosis (I74),25,32,14,2,73,2007
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",433,667,324,64,1488,2007
125,Essential hypertension (I10),16118,37361,25098,1122,79699,2008
126,Hypertensive heart disease (I11),1629,3308,3881,424,9242,2008
127,Other hypertensive diseases (I12-I15),892,1788,2000,110,4790,2008
128,"Acute myocardial infarction (I21,I22)",3528,9152,4661,131,17472,2008
129,"Other ischaemic heart disease  (I20,I23-I25)",12889,32334,17763,587,63573,2008
130,Pulmonary embolism (I26),70,142,81,13,306,2008
131,Cor pulmonale (I27.9),124,427,337,31,919,2008
132,Heart failure (I50),1873,5762,4983,223,12841,2008
134,Cerebroavascular disease (I60-I69),3283,12319,10816,375,26793,2008
135,Atherosclerosis (I70),29,58,32,2,121,2008
136,Arterial embolism and thrombosis (I74),24,26,9,5,64,2008
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",395,708,313,54,1470,2008
125,Essential hypertension (I10),19247,40392,25766,394,85799,2009
126,Hypertensive heart disease (I11),1698,4107,2055,83,7943,2009
127,Other hypertensive diseases (I12-I15),949,1573,1005,47,3574,2009
128,"Acute myocardial infarction (I21,I22)",4034,9689,4336,71,18130,2009
129,"Other ischaemic heart disease  (I20,I23-I25)",14860,35266,18812,183,69121,2009
130,Pulmonary embolism (I26),105,240,171,9,525,2009
131,Cor pulmonale (I27.9),185,499,296,2,982,2009
132,Heart failure (I50),1870,5996,5120,34,13020,2009
134,Cerebroavascular disease (I60-I69),3786,13187,11629,110,28712,2009
135,Atherosclerosis (I70),20,54,43,2,119,2009
136,Arterial embolism and thrombosis (I74),28,33,22,0,83,2009
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",526,636,334,1,1497,2009
125,Essential hypertension (I10),17817,42298,27216,273,87604,2010
126,Hypertensive heart disease (I11),1609,3444,1768,35,6856,2010
127,Other hypertensive diseases (I12-I15),925,1456,888,51,3320,2010
128,"Acute myocardial infarction (I21,I22)",4209,10921,5078,38,20246,2010
129,"Other ischaemic heart disease  (I20,I23-I25)",15099,37752,20339,197,73387,2010
130,Pulmonary embolism (I26),108,117,56,2,283,2010
131,Cor pulmonale (I27.9),117,446,426,13,1002,2010
132,Heart failure (I50),1759,6012,5026,23,12820,2010
134,Cerebroavascular disease (I60-I69),4152,14422,12881,136,31591,2010
135,Atherosclerosis (I70),56,87,76,0,219,2010
136,Arterial embolism and thrombosis (I74),69,50,24,0,143,2010
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",714,913,420,3,2050,2010
125,Essential hypertension (I10),17118,43106,27788,344,88356,2011
126,Hypertensive heart disease (I11),1246,3742,2079,79,7146,2011
127,Other hypertensive diseases (I12-I15),637,1173,762,23,2615,2011
128,"Acute myocardial infarction (I21,I22)",4308,12023,5650,47,22053,2011
129,"Other ischaemic heart disease  (I20,I23-I25)",14190,37849,20436,275,72990,2011
130,Pulmonary embolism (I26),153,317,139,9,622,2011
131,Cor pulmonale (I27.9),114,412,376,4,918,2011
132,Heart failure (I50),1783,6464,5700,47,14070,2011
134,Cerebroavascular disease (I60-I69),4257,15552,14017,195,34149,2011
135,Atherosclerosis (I70),30,90,56,0,185,2011
136,Arterial embolism and thrombosis (I74),43,44,25,0,117,2011
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",630,1161,426,3,2253,2011
125,Essential hypertension (I10),17785,42812,28236,292,89125,2012
126,Hypertensive heart disease (I11),1085,2687,1544,51,5379,2012
127,Other hypertensive diseases (I12-I15),950,1796,1011,60,3841,2012
128,"Acute myocardial infarction (I21,I22)",4495,13243,6316,48,24102,2012
129,"Other ischaemic heart disease  (I20,I23-I25)",14514,36632,19425,136,70890,2012
130,Pulmonary embolism (I26),146,195,108,0,457,2012
131,Cor pulmonale (I27.9),109,408,358,6,886,2012
132,Heart failure (I50),1551,6410,5487,24,13575,2012
134,Cerebroavascular disease (I60-I69),4289,15929,14265,123,34791,2012
135,Atherosclerosis (I70),61,104,68,0,233,2012
136,Arterial embolism and thrombosis (I74),62,505,21,1,595,2012
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",522,855,379,1,1781,2012
125,Essential hypertension (I10),18035,42976,28445,482,89938,2013
126,Hypertensive heart disease (I11),1405,2791,2047,50,6307,2013
127,Other hypertensive diseases (I12-I15),710,1516,1069,87,3401,2013
128,"Acute myocardial infarction (I21,I22)",4989,14256,7108,32,26418,2013
129,"Other ischaemic heart disease  (I20,I23-I25)",13722,37043,20201,170,71263,2013
130,Pulmonary embolism (I26),131,202,123,0,459,2013
131,Cor pulmonale (I27.9),97,405,424,5,941,2013
132,Heart failure (I50),1480,6203,5527,44,13338,2013
134,Cerebroavascular disease (I60-I69),4302,16748,15334,166,36698,2013
135,Atherosclerosis (I70),66,102,78,0,247,2013
136,Arterial embolism and thrombosis (I74),81,94,13,0,191,2013
137,"Other diseases of arteries, artherosclerosis and capillaries (I71-I73,I77,I78)",491,924,384,0,1827,2013
149,"Bronchitis, emphysema and other chronic obstructive pulmonar",3798,6376,4484,95,17325,2004
150,Asthma (J45-J46),48665,51696,28480,4291,161102,2004
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",4845,16432,13027,37,38427,2014
150,Asthma (J45-J46),48473,58613,35379,308,189721,2014
149,"Bronchitis, emphysema and other chronic obstructive pulmonary disease (J40-J44)",4306.999999999995,18308.99999999999,14756.999999999995,43.000000000000014,40430.999999999956,2015
150,Asthma (J45-J46),47110.00000000003,60836.999999999956,37278.999999999956,142.00000000000006,190337,2015
