IMMR_code,Disease,live_f_17-49,live_f_50-69,live_f_70+,live_f_NA,live_f_Total,year
076,Malignant neoplasm of thyroid gland (C73),613,435,93,0,1151,2012
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",290,418,145,1,983,2012
078,Hodgkin's disease (C81),193,78,24,2,348,2012
079,Leukaemia (C91-C95),582,468,182,2,2365,2012
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",520,1412,407,4,2424,2012
050,"Malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",321,743,309,0,1394,2013
051,Malaignant neoplasm of oesophagus (C15),194,1117,523,1,1842,2013
052,Malignant neoplasm of stomach (C16),78,184,65,1,330,2013
053,Malignant neoplasm of colon (C18),386,1216,219,0,1824,2013
054,"Malignant neoplasm of rectosigmoid junction,rectum, anus and anal canal (C19-C21)",421,1131,279,0,1834,2013
055,Malignant neoplasm of liver and intrahepatic bile duct (C22),60,162,55,0,347,2013
056,Malignant neoplasm of pancreas (C25),67,144,24,1,241,2013
057,"Other malignant neoplasm of digestive organs (C17,C23,C24,C26)",67,138,46,0,254,2013
058,Malignant neoplasm of larnyx (C32),44,84,26,0,163,2013
059,"Malignant neoplasm of trachea, bronchus and lung (C33-C34)",272,728,192,0,1202,2013
060,"Malignant neoplasm of other respiratory and intrathoracic organs (C30,C31,C37-C39)",42,68,10,0,128,2013
061,"Malignant neoplasm of bone and articular cartilage (C40,C41)",129,51,18,0,437,2013
062,"Melanoma and other malignant neoplasm of skin (C43,C44)",70,154,57,0,298,2013
063,"Malignant neoplasm of masothelial and soft  tissue (C45,C49)",215,199,44,0,567,2013
064,Malignant neoplasm of breast (C50),3973,6096,1017,0,11095,2013
065,Malignant neoplasm of cervix uteri (C53),790,2023,462,3,3282,2013
066,"Malignant neoplasm of other and unspecified parts of uterus (C54,C55)",274,1075,237,1,1592,2013
067,Malignant neoplasm of placenta (C58),132,18,2,0,152,2013
068,"Malignant neoplasm of female genital organs (C51,C52,C56,C57)",1736,3544,631,0,5963,2013
069,Malignant neoplasm of prostate (C61),0,0,0,0,0,2013
070,"Malignant neoplasm of other male genital organs (C60,C62,C63)",0,0,0,0,0,2013
071,Malignant neoplasm of bladder (C67),70,219,156,0,454,2013
072,"Malignant neoplasm of other parts of the urinary tract (C64-C66,C68)",38,96,30,0,288,2013
073,Malignant neoplasm of eye and adnexa (C69),8,15,3,0,167,2013
074,Malignant neoplasm of brain(C71),184,156,41,0,532,2013
075,"Malignant neoplasm of other parts of the central nervous system (C70,C72)",26,25,8,1,61,2013
076,Malignant neoplasm of thyroid gland (C73),627,426,84,0,1172,2013
077,"Malignant neoplasm of other endocrine, ill-defined, secondary and unspecified sites (C74-C80,C97)",232,475,133,1,950,2013
078,Hodgkin's disease (C81),190,125,35,0,361,2013
079,Leukaemia (C91-C95),504,499,165,1,2466,2013
080,"Malignant neoplasm of other lymphoid haematopoietic and related tissue (C82-C85,C88-C90,C96)",590,1416,435,0,2574,2013
